main_ingredients,estimated_cooking_time_minutes,ingredient_count,complexity_score,difficulty
"salt,wheat flour,coriander (dhania) leaves,onion,black pepper powder,sunflower oil ghee making parathas,eggs,green chillies",30,8,2,3
"salt,green chilli,coconut,coriander (dhania) leaves,mustard seeds,asafoetida (hing),dry red chilli,curd,white urad dal (split),cumin seeds (jeera),sunflower oil",15,11,0,2
"tomato,salt,arhar dal (split toor dal),ghee,mustard seeds,asafoetida (hing),cloves garlic,curry leaves,onion,tamarind paste,turmeric powder,green chillies red dry chillies",46,12,1,3
"salt,ginger,pie crust,amchur (dry mango powder),asafoetida (hing),paneer,black pepper powder,green peas (matar),red chilli powder,green chutney (coriander mint) ( coriander leaves green chillies),fennel powder,cumin seeds (jeera),sweet corn,coriander powder,garam masala powder,sunflower oil",50,16,1,4
"bananas,milk,water,coconut tender coconut,instant oats (oatmeal) (instant variety)",30,5,0,1
"wheat brown bread,salt,hung curd (greek yogurt),tme leaves,dill leaves,red chilli flakes,cucumber,dried oregano",15,8,0,1
"tomato,curry leaves,coriander (dhania) seeds,onion,cumin seeds (jeera),turmeric powder,salt,cardamom (elaichi) podsseeds,dry red chillies,star anise,coriander (dhania) leaves,curd,garlic paste,cashew nuts,bay leaf (tej patta),fennel seeds (saunf),green peas (matar),cinnamon stick (dalchini),beetroots,ghee,oil,ginger paste,cloves (laung)",30,23,2,5
"tomato,salt,ginger,green chilli,bay leaves (tej patta),cardamom (elaichi) podsseeds,red chilli powder,cloves garlic,kabuli chana (white chickpeas),onion,coriander powder,turmeric powder,spinach leaves (palak),garam masala powder",60,14,0,3
"salt,mixed herbs (dried),cloves garlic,black pepper powder,spinach leaves (palak),butter",24,6,1,1
"salt,mustard seeds,coconut,jaggery,sesame (gingelly) oil,water,curry leaves,methi seeds (fenugreek seeds),tamarind,sambar powder,kala chana (brown chickpeas)",45,11,0,2
"salt,dill leaves,green chilli,poha (flattened rice),cumin seeds (jeera),rice flour",40,6,0,1
"wheat brown bread,red bell pepper (capsicum),hung curd (greek yogurt),salt,red chilli flakes,parsley leaves,sweet corn",25,7,0,1
"mango (ripe) pulp,salt,coconut,fennel seeds (saunf),ghee,baking soda,banana leaf,sugar,rice flour",280,9,1,3
"tomato,salt,cashew nuts,ginger,garam masala powder,red chilli powder,green peas (matar),cloves garlic,almond milk (badam milk water,onion,cumin seeds (jeera),coriander powder,turmeric powder,green chillies,kasuri methi (dried fenugreek leaves) generous,sunflower oil",50,16,2,5
"tomato,salt,ginger,mustard oil,coriander (dhania) leaves,ajwain (carom seeds),green peas (matar),cloves garlic,carrot,red chilli powder,onion,coriander (dhania) powder,potato (aloo),turmeric powder,garam masala powder",60,15,0,3
"tomato,cheese,salt,mixed herbs (dried),red chilli flakes,cloves garlic,virgin olive oil,butter,sugar,water,flour (maida),salt two",90,12,2,4
"salt,cumin powder (jeera),mustard seeds,coconut,curry leaves,onion,snake gourd (pudulangai),turmeric powder,green chillies,sunflower oil",40,10,0,2
"tomato,salt,ginger,mustard oil,bay leaf (tej patta),cardamom (elaichi) podsseeds,fennel seeds (saunf),red chilli powder,cloves garlic,poppy seeds,chicken,onion,cinnamon stick (dalchini),lemon,cloves (laung),ginger paste,turmeric powder,green chillies,garam masala powder,garlic paste",100,20,1,5
"salt,mustard oil,curd,sugar,ginger paste,rohu fish katla carp,turmeric powder,kasuri methi (dried fenugreek leaves),garam masala powder,garlic paste",45,10,1,3
"baking powder,vanilla,glazed cherries,candied orange,orange,eggs,raisins,baking soda,caster sugar,flour (maida),cinnamon powder (dalchini),nutmeg powder,tutti frutti,sugar,lemon,butter,cashew nuts,ghee,milk,dried figs,caramel sauce,dry ginger powder,badam (almond),rum orange juice,cloves (laung)",160,25,5,5
"tomato,salt,ginger,green chilli,cardamom (elaichi) podsseeds,cloves garlic,black peppercorns,pearl onion (sambar onion),curry leaves,sugar,cinnamon stick (dalchini),lemon,coconut oil,coconut milk,turmeric powder,shrimps deveined",30,16,0,4
"salt,amul,ginger,asafoetida (hing),water,sesame seeds (til seeds),also works,rice flour,green chillies,sunflower oil",50,10,0,2
"salt,basa fish fillets,corn flour,sunflower oil,eggs,coriander (dhania) leaves,thai red curry paste,paprika powder,onion,thai red chilli (birds eye chilli)(if you don'find birds eye chillies,lemon,fish sauce thai,galangal paste (if you don'find,garlic paste",30,14,3,5
"salt,wheat flour,ginger,green chilli,methi leaves (fenugreek leaves),ajwain (carom seeds),red chilli powder,chaat masala powder,water,cumin seeds (jeera),bajra flour ( pearl millet),potato (aloo),turmeric powder,sunflower oil",45,14,0,3
"salt,kashmiri red chilli powder,green chilli,carrot,curd,dry red chillies,peanuts (moongphali)",15,7,0,1
"cheese,baking powder,coriander (dhania) leaves,salted butter,baking soda,curd,sugar,eggs,flour (maida)",40,9,3,4
"salt,butter ghee brushing,kashmiri red chilli powder,sunflower oil,amchur (dry mango powder),pllo sheets thawed,green peas (matar),onion,coriander powder,potato (aloo),garam masala powder,cinnamon powder (dalchini)",60,12,1,3
"baking powder,wheat flour,milk,baking soda,vivatta maida,vanilla,caster sugar,sunflower oil brush,chocolate chips,butter",45,10,1,3
"salt,green chilli,rice,mustard seeds,coconut,carrot,curry leaves,white urad dal (split),lemon,turmeric powder,sunflower oil",65,11,0,2
"salt,wheat flour,milk,corn meal semolina,dry yeast,sugar,flour (maida),butter",150,8,1,2
"salt,vegetable stock,cloves garlic choped,nutmeg,heavy whipping cream,parmesan cheese,paprika powder,black pepper powder,eggs,green peas (matar),virgin olive oil,carrot,parsley leaves,sweet corn,pepper,button mushrooms,butter,walnuts",75,18,4,5
"tomato,basmati rice,coconut milk,ginger,coriander (dhania) leaves,coriander powder,sunflower oil ghee,cardamom (elaichi) podsseeds,bay leaf (tej patta),red chilli powder,onion,garlic,cinnamon stick (dalchini),button mushrooms,turmeric powder,green chillies,garam masala powder",50,17,1,5
"tomato,salt,ginger,ajwain (carom seeds),red chilli powder,cloves garlic,coriander (dhania) leaves,gawar phali (kothavarangai cluster beans),onion,coriander powder,turmeric powder,sunflower oil",30,12,0,2
"tomato,salt,green beans (french beans),spinach,paprika powder,celery,green peas (matar),cloves garlic,virgin olive oil,curd,onion,curry powder,couscous,turmeric powder",30,14,0,3
"cashew nuts,yellow moong dal (split),ghee,foxtail millet,jaggery,cardamom powder (elaichi)",35,6,3,3
"salt,spring onion greens,corn flour,ginger,green chilli,sesame (gingelly) oil,soy sauce,cloves garlic,dark soy sauce,onion,black pepper powder,green bell pepper (capsicum),ginger paste,eggs",30,14,1,4
"salt,tme leaves,kale (or spinach),leek white green parts,cloves garlic,virgin olive oil,ricotta cheese,onion,pepper,parmesan cheese,eggs,provol cheese,dried oregano",35,13,4,5
"salt,cumin powder (jeera),garam masala powder,amchur (dry mango powder),green moong sprouts,red chilli powder,ginger garlic paste,instant oats (oatmeal),turmeric powder,sweet potato,sunflower oil",30,11,0,2
"tomato,salt,ginger,mustard seeds,asafoetida (hing),curry leaves,white urad dal (split),dry red chillies,coriander (dhania) seeds,onion,chana dal (bengal gram dal),sunflower oil",30,12,0,2
"bhetki fish (or sea bass steaks),salt,bay leaves (tej patta),cardamom (elaichi) podsseeds,eggs whipped,cloves garlic,flour (maida),tomato ketchup,sugar,onion,cinnamon stick (dalchini),wheat bread crumbs,black pepper powder,potato (aloo),green chillies,sunflower oil",60,16,2,5
"coriander (dhania) leaves,asafoetida (hing),jaggery,cloves garlic,white urad dal (split),coriander (dhania) seeds,onion,cumin seeds (jeera),mattaice,dosa rice,turmeric powder,chana dal (bengal gram dal),sunflower oil,salt,arhar dal (split toor dal),parangikai pumpkin red (with skin),poha (flattened rice),tamarind paste,guntur dried chillies,turnips cubes,coconut,mustard seeds,green beans (french beans) cubes,dry red chilli,sugar,methi seeds (fenugreek seeds),rice flour,gram dal (pottukadalai),curry leaves,carrot cubes,byadagi dried chillies,cinnamon stick (dalchini)",55,32,0,5
"tomato,wheat brown bread,salt,hummus,lettuce leaves,coriander (dhania) leaves ground paste,summac (or lemon salt,lemon,feta cheese,cucumber,red onion,sweet piquanté pepper,green chilli paste,pepper",25,14,1,4
"coconut sugar,salt,vegetable stock,red chillies,tofu firm,lemongrass stalk,ginger,rice vermicelli noodles (thin),button mushrooms,soy sauce,carrot,coconut milk canned,lemon,cloves garlic,coriander (dhania) leaves,green zucchini,cherry tomato",30,17,2,5
"salt,asafoetida (hing),methi leaves (fenugreek leaves),ajwain (carom seeds),red chilli powder,gram flour (besan),coriander (dhania) seeds,rice flour,turmeric powder,sunflower oil",50,10,0,2
"bananas,ice cubes,water,badam (almond),chia seeds,dates,spinach",15,7,1,1
"salt,rice,mustard seeds,sesame (gingelly) oil,black peppercorns,curry leaves,white urad dal (split),cumin seeds (jeera),peanuts (moongphali)",25,9,0,1
"idli dosa batter,salt,green chilli,mustard seeds,coconut,black pepper corns,mint leaves (pudina),sesame (gingelly) oil,curry leaves,onion,eggs,turmeric powder",40,12,1,3
"salt,ginger,green chilli,poha (flattened rice),paneer,chaat masala powder,red chilli powder,flour (maida),carrot,coriander (dhania) leaves,lemon,black pepper powder,potato (aloo),wheat bread crumbs,garam masala powder,sunflower oil",55,16,1,4
"salt,bottle gourd (lauki) cucumber,ajwain (carom seeds),amla (nellikai gooseberry),curd,lemon,spinach leaves (palak) preferable baby spinach,mint leaves (pudina)",25,8,0,1
"salt,corn flour,baking soda,sugar,nutella,vanilla,chocolate chips,eggs,brown sugar (demerara sugar),cocoa powder unsweetened,flour (maida),butter",80,12,2,4
"pistachios,milk,rose water,rasgulla syrup,rasgulla,custard powder",30,6,0,1
"tomato,cloves garlic,curry leaves,onion,turmeric powder,chana dal (bengal gram dal),sunflower oil,salt,green chilli,cardamom (elaichi) podsseeds,black pepper corns,red chilli powder,dry red chilli,mint leaves (pudina) coriander leaves,ginger,bay leaf (tej patta),fennel seeds (saunf),cinnamon stick,curry leaves,coriander powder,cloves (laung)",60,21,0,5
"kunafa pastry,milk,water,corn flour dissolved milk,sugar,vanilla,butter",50,7,1,2
"cashew nuts,salt,dates,coconut,ghee,rajgira flour (amaranth flour),jaggery,raisins,water,cardamom powder (elaichi),rice flour,chana dal (bengal gram dal),instant oats (oatmeal)",55,13,2,5
"salt,wheat flour,arhar dal (split toor dal),kashmiri red chilli powder,coriander (dhania) leaves,curd,onion,ghee,oil",45,9,1,2
"salt,ginger,water combine the ingredients,ghee,mustard seeds,ajwain (carom seeds),potato (aloo),red chilli powder,water,asafoetida (hing),gram flour (besan),curd,soda,curry leaves,onion,dry red chillies,coriander (dhania) leaves,turmeric powder,green chillies,sunflower oil",50,20,1,5
"custard powder vanilla flavoured,salt,wheat flour,cinnamon powder (dalchini),milk,flour (maida),raisins,carrot,baking soda,strawberries,sugar,vanilla,badam (almond) silvered,brown sugar (demerara sugar),lemon,eggs,cinnamon powder (dalchini) ground cinnamon,walnuts,sunflower oil",50,19,2,5
"tomato,salt,red bell pepper (capsicum),black pepper corns,virgin olive oil,carrot,baby corn,dry mix herbs,jalapenos,cloves garlic,button mushrooms,yellow zucchini",55,12,1,3
"tomato,prawns tiger prawns,salt,ginger,green chilli,coriander (dhania) leaves,fennel seeds (saunf),mustard seeds,red chilli powder,cloves garlic,coconut milk first,curry leaves,onion,coconut oil,tamarind paste,black pepper powder,coriander powder,coconut milk second third,turmeric powder",45,19,1,5
"tomato,salt,ginger,mustard oil,asafoetida (hing),sunflower oil wadis,coriander (dhania) leaves,red chilli powder,sugar,onion,cumin seeds (jeera),bottle gourd (lauki),panch phoran masala,coriander powder,turmeric powder,green chillies,yellow moong dal (split) least",35,17,0,4
"tomato,green chillies,salt,ginger,cumin powder (jeera),red chilli powder,cloves garlic,onion,kasuri methi (dried fenugreek leaves),coriander powder,turmeric powder,masoor dal,garam masala powder,sunflower oil",50,14,0,3
"salt,cauliflower (gobi) florets,sunflower oil ghee,asafoetida (hing),red chilli powder,curry leaves,lemon,kasuri methi (dried fenugreek leaves) coriander leaves,coriander powder,potato (aloo),turmeric powder,garam masala powder",30,12,1,3
"cashew nuts,ghee,milk,saffron strands,raisins,water,sugar,semiya (vermicelli),cardamom powder (elaichi)",45,9,3,4
"salt,enos fruit salt,kalonji (onion nigella seeds),mustard seeds,fennel seeds (saunf),jaggery,gram flour (besan),mango,sugar,dry red chillies,cumin seeds (jeera),methi seeds (fenugreek seeds),panch phoran masala,turmeric powder,sunflower oil",60,15,0,3
"tomato,salt salt,bay leaf (tej patta),paneer,cardamom (elaichi) podsseeds powder,rajgira flour (amaranth flour) binding,curd,coriander (dhania) leaves,cinnamon stick (dalchini),bottle gourd (lauki),coriander powder,turmeric powder,green chillies,garam masala powder,sunflower oil",70,15,1,4
"salt,sunflower oil,coriander powder,bay leaf (tej patta),red chilli powder,black peppercorns,onion paste,curd,dry red chilli,coriander (dhania) seeds,cinnamon stick (dalchini),mutton,ginger paste,turmeric powder,cloves (laung),garlic paste",50,16,1,4
"cashew nuts,salt,asafoetida (hing),mustard seeds,ghee,rice short grained,black peppercorns,black urad dal (split),curry leaves,white urad dal (split),red chilli,black pepper powder,sunflower oil",45,13,2,4
"salt,vegetable stock,hung curd (greek yogurt),fennel seeds (saunf),red baby radish (or white radishes),ajwain (carom seeds),bay leaves (tej patta) tejpatta spice leaves,coriander (dhania) leaves,onion,black pepper powder,mooli mullangi (radish),sweet potatoes,sunflower oil",25,13,0,2
"salt,chicken breasts (bless) cubes,sunflower oil,paprika powder,onion powder,garlic powder,eggs,black pepper powder,buttermilk,flour (maida),corn flakes,wheat bread crumbs,dried oregano",40,13,3,5
"salt,stalk coriander (dhania) leaves,vegetable stock water,black pepper powder ground,milk,cloves garlic,virgin olive oil,spinach leaves (palak)",40,8,0,1
"ginger,coconut,fennel seeds (saunf),black peppercorns,mango,parangikai pumpkin yellow,dry red chillies,coriander (dhania) seeds,cumin seeds (jeera),methi seeds (fenugreek seeds),green chillies,sunflower oil",40,12,0,2
"salt,corn flour,cloves garlic,orange juice,onion,black pepper powder,chicken breasts,red chilli sauce,sunflower oil",40,9,1,2
"salt,cumin powder (jeera),bay leaf (tej patta),paneer,coriander (dhania) leaves,saffron strands,milk,water,fennel powder,cinnamon stick (dalchini),cardamom powder (elaichi),turmeric powder,cloves (laung),mustard oil refined oil",45,14,2,5
"salt,wheat flour,milk ed,tme leaves,capers,virgin olive oil,dry yeast,sugar,onion,dried oregano",150,10,0,2
"cumin powder (jeera),kashmiri red chilli powder,asafoetida (hing),coriander (dhania) leaves,ajwain (carom seeds),lemon,sunflower oil spray,turmeric powder,salt,water knead,green chilli,mint leaves (pudina),flour (maida),garam masala powder,coconut,sugar,sesame seeds (til seeds),ginger,ghee,gram flour (besan),poppy seeds,coriander powder",60,22,1,5
"salt,wheat flour,ghee,jaggery,water,gram flour (besan),poppy seeds,cardamom powder (elaichi),flour (maida),sesame seeds (til seeds),sunflower oil",80,11,1,3
"salt,ginger,rice flour,coriander (dhania) leaves,coconut,asafoetida (hing),green peas (matar) ground,sugar,sesame seeds (til seeds),lemon,potato (aloo),turmeric powder,green chillies,sunflower oil",60,14,0,3
"black cardamom (badi elaichi),cumin powder (jeera),red chillies,kashmiri red chilli powder,salt,mustard oil,cardamom (elaichi) podsseeds,mutton ribs,black peppercorns,mace powder,curd,onion,cinnamon stick (dalchini),ginger paste,turmeric powder,cloves (laung),garlic paste",180,17,1,5
"coconut milk,carrot coins,red bell pepper (capsicum),tofu,tomato,spring onion greens,red chillies,ginger,chinese spice powder,green peas (matar),sesame (gingelly) oil,cloves garlic,stalk lemon grass leaves,broccoli florets,turmeric powder",55,15,2,5
"salt,cumin powder (jeera),ginger,ridge gourd (turai peerkangai),red chilli powder,sunflower oil oil,onion,cumin seeds (jeera),black pepper powder,eggs,green chillies,garam masala powder",30,12,1,3
"salt,idli dosa batter,sesame (gingelly) oil make uthappam,chana dal (bengal gram dal),asafoetida (hing),cloves garlic,curry leaves,dry red chillies,sesame seeds (til seeds),white urad dal",20,10,0,1
